T,V,P,RH,E
244.01,296.34,92.82,49.77,1818.12
131.82,252.12,91.2,57.91,1888.68
330.33,288.36,92.1,27.91,1776.04
210.99,261.12,92.74,45.78,1858.96
358.15,393.54,91.96,38.39,1762.12
296.14,294.96,91.12,38.57,1779.96
329.55,399.36,91.7,40.13,1746.04
183.56,237.12,92.58,46.99,1860.36
265.07,384.9,92.85,37.41,1829.48
426.66,409.86,91.86,25.11,1764.24
182.13,256.44,93.56,40.99,1864.6
89.7,244.26,92.89,56.88,1885.72
392.6,430.8,91.92,36.4,1747.76
329.81,409.86,91.92,42.59,1767.04
376.09,437.94,91.57,38.65,1737.8
382.33,384.3,91.8,40.44,1779.28
386.75,421.92,91.58,33.48,1708.8
371.93,433.74,91.96,27.2,1787.08
369.72,416.4,91.27,44.11,1733.76
272.61,284.58,91.6,42.71,1792.88
396.63,425.64,91.6,35.65,1723.64
81.77,244.68,93.16,57.82,1913.16
367.38,434.58,91.52,43.38,1704.8
373.88,399.36,91.46,37.45,1729.2
312.65,433.44,91.94,53.36,1751.24
345.8,366.12,91.84,39.7,1744.76
310.96,379.26,92.05,51.91,1781.04
309.66,442.02,91.57,52.9,1753.68
326.3,262.62,91.9,29.81,1779.96
361.14,360.42,92.24,32.24,1757.72
307.58,403.02,91.57,52.54,1773.72
101.27,246.96,93.02,58.27,1887.28
372.84,424.32,91.77,42.8,1741.8
274.82,348.3,92.09,52.36,1798.96
179.79,232.38,90.87,55.17,1879.24
286.78,355.26,92.08,52.24,1769.24
131.17,249.72,92.29,57.94,1855.44
209.69,322.92,92.33,37.85,1836.64
346.06,434.58,91.53,49.64,1720.88
293.93,361.62,92.62,49.96,1763.92
236.08,239.94,91.61,42.32,1854.76
330.46,453.6,92.49,46.58,1752.96
282.49,387.78,92.8,41.34,1801.44
263.9,339.18,92.75,45.89,1816.48
400.66,457.2,91.59,35.58,1728.88
356.07,402.42,91.47,34.92,1765.8
208.65,251.76,91.98,57.63,1854.88
309.79,352.74,91.8,46.88,1777.36
236.73,237.24,91.8,42.55,1846.92
277.55,354.24,92.03,57.43,1783.32
330.72,399.24,91.99,34.06,1751.96
269.88,354.24,92.05,51.23,1795.68
374.92,361.38,91.79,35.4,1751.28
260.13,359.22,92.64,50.47,1793.56
112.97,244.86,93.29,51.75,1938.2
276.38,365.04,92.58,47.3,1784.32
378.43,449.4,91.21,44.41,1729.72
148.72,258.78,92.26,38.33,1910.28
208.91,267.48,92.68,40.77,1885.44
295.23,451.38,91.86,46.12,1776
236.34,371.22,91.69,39.77,1812.4
83.72,235.98,91.98,56.1,1962.28
294.97,356.64,92.09,50.08,1785.72
183.56,257.16,91.99,52.97,1887.44
397.8,433.74,91.87,24.91,1766
341.12,422.16,91.4,49.46,1749.24
91.39,250.44,92.9,51.86,1947.64
135.46,262.74,92.38,54.45,1899.16
287.3,427.74,91.65,45.23,1769.4
422.37,427.92,91.37,34.27,1734.36
329.42,422.82,91.5,50.36,1733.36
191.49,242.1,91.92,39.12,1880.12
140.92,243.72,92.32,36.54,1870.4
167.31,235.8,92.79,44.63,1870.16
139.36,247.02,92.7,36.43,1916.84
154.57,240.18,92.68,53.69,1887.4
52,239.4,91.79,58.3,1963.16
145.99,262.2,92.36,55.05,1904.16
202.67,270.54,92.13,55.18,1830.16
319.02,288.36,92.09,33.11,1774.68
318.37,392.76,92.34,26.97,1781.08
131.3,247.02,92.65,50.92,1919.8
154.83,248.94,92.7,57.83,1880.28
239.59,346.56,92.38,52.4,1810.6
153.66,250.44,92.94,44.44,1904.84
278.72,378.54,92.41,54.07,1776.76
136.89,247.56,91.59,59.24,1903.84
158.99,262.14,92.41,50.64,1886.48
300.3,307.8,91.99,48.03,1808.68
304.07,383.64,91.87,53.96,1765.76
192.4,265.26,92.87,53.54,1864.84
384.28,443.28,91.43,39.87,1746.4
254.8,288.84,92.11,41.23,1826.28
189.02,277.08,92.3,56.69,1852.12
171.47,269.28,92.51,56.97,1870.72
172.64,262.8,93.02,38.39,1867.12
352.82,421.92,91.55,43.85,1708.84
314.99,354.24,91.99,43.07,1772.24
203.71,231.72,92.34,39.77,1852.68
147.68,248.88,92.07,45.7,1861.48
299.91,391.62,92.11,35.03,1773.68
372.45,409.62,91.54,31.67,1730.92
331.24,353.7,92.46,30.7,1761.68
111.15,214.62,92.38,43.99,1925.76
139.1,268.62,92.53,49.42,1939.76
325.91,467.7,92.08,49.8,1754.2
93.47,236.4,91.95,54.39,1932.16
170.69,303.54,92.75,52.46,1880.12
377.13,421.92,91.57,36.33,1716.92
209.69,239.94,91.55,48.29,1861
192.79,322.92,92.42,38.08,1856
109.98,237.96,92.29,51.23,1936.64
285.87,353.76,92.19,36.78,1813.52
298.61,383.64,91.86,53.08,1763.24
369.33,368.82,91.72,33.94,1770.16
180.83,241.44,92.46,51.56,1864.96
329.94,430.38,91.82,43.56,1737.76
359.32,453.6,92.49,32.87,1764.16
226.72,270.06,92.15,45.08,1824.32
90.22,237.66,92.52,48.86,1920.28
269.49,359.22,92.64,48.29,1780.72
162.89,252.18,92.51,48.94,1876.72
345.8,378.42,92,36.78,1769
123.5,224.16,92.28,38.05,1915.2
246.87,267.6,92.25,24.07,1853.92
325.91,361.62,92.56,42.2,1758.08
349.18,427.92,91.58,48.68,1721.76
343.72,429.84,91.32,51.32,1742.44
281.71,301.92,91.67,51.59,1781.24
283.92,361.74,92.48,40.13,1817.6
203.06,247.38,90.26,50.39,1852.84
304.07,414.78,91.91,54.4,1738
366.08,425.88,91.68,43.27,1740.16
217.23,243.3,91.31,48.98,1856.52
247.91,267.78,92.75,26.96,1825.48
134.03,238.92,92.08,53.23,1922.44
343.85,428.22,91.64,46.24,1753.44
388.05,371.1,91.4,37.11,1745.84
414.96,451.98,91.1,39.44,1725.28
247.91,298.14,91.57,46.07,1812.36
196.95,248.1,91.48,51.7,1874.56
248.17,258.84,92.03,27.45,1853.2
421.07,478.44,91.54,35.15,1720.48
256.1,326.52,91.98,53.92,1801.92
333.19,437.94,91.65,52.08,1746.56
416.91,406.98,91.63,24.97,1717.24
313.3,317.04,91.5,28.55,1778.76
338.78,392.04,92.19,34.58,1778.2
122.46,248.4,93.64,53.05,1908.04
401.96,481.08,91.83,43.48,1729.4
107.38,268.26,92.8,41.29,1940.76
177.84,250.2,92.65,50.44,1857.84
180.7,241.2,92.1,53.95,1856.68
151.32,248.34,92.49,50.04,1918.12
135.46,269.1,92.2,53.02,1916.12
333.32,380.82,92.03,41.01,1770.48
297.44,355.26,91.96,52.16,1761
394.94,429.48,91.83,30.27,1735
310.31,302.34,92.09,45.63,1810.36
106.99,244.62,91.99,54.35,1916.96
175.37,266.82,93.65,41.49,1873.84
195.52,248.1,91.3,59.46,1871.84
383.63,453.6,92.54,30.37,1724.72
192.4,256.62,92.65,45.92,1849.16
393.12,419.28,91.63,36.88,1745.48
280.54,403.5,92.49,47.4,1784.6
370.11,406.14,91.34,33.91,1722.68
192.92,267.78,92.66,34.42,1864
346.45,382.68,92.3,32.37,1761.04
183.04,235.86,91.97,43.2,1856.64
143.26,247.56,92.79,55.28,1887.72
392.47,388.74,92.47,25.48,1753.64
348.4,409.86,91.91,36.89,1791.4
110.11,246.18,92.88,42.1,1940.4
224.51,261.12,92.85,46.04,1840.32
146.64,254.64,92.24,59.87,1893.44
323.44,314.16,92.22,41.03,1809.24
293.8,419.04,91.49,47.75,1740.52
170.04,258.84,92.67,59.84,1868.24
173.55,237.48,92.04,50.07,1863.4
356.85,397.5,91.75,46.55,1749.48
205.14,246.96,91.68,48.15,1859.4
414.44,398.64,91.75,38.44,1711.32
87.88,224.94,91.97,48.55,1939.4
242.71,264.36,92.47,46.31,1818.04
397.15,420.24,91.86,29.62,1718.24
339.56,400.5,92.53,47.41,1734.68
336.96,361.92,92.37,31.51,1793.48
179.66,269.04,93.07,57.14,1871.8
344.11,284.58,91.74,32.96,1757.6
381.42,431.88,91.38,45.11,1712.96
306.67,356.58,91.81,39.48,1762.44
324.74,353.88,91.85,47.14,1765.32
208,258.12,92.03,23.52,1864.04
374.53,341.16,91.44,34.12,1736.32
347.62,419.34,92.18,31.09,1744.08
295.36,374.4,91.84,48.47,1780.88
212.42,246.96,91.49,45.31,1850.24
322.53,383.64,92.61,26.71,1777.04
132.21,240.6,92.19,55.14,1918.32
349.05,444.96,91.7,56.28,1724.64
136.76,250.68,92.14,42.91,1898.32
344.24,408.84,91.35,33.58,1728.76
365.04,354.84,92.38,34.85,1755.32
361.53,388.14,91.51,43.05,1748.08
179.79,241.2,92.12,54.26,1862.12
224.51,269.4,91.62,47.28,1816.76
340.08,420.24,91.78,43.93,1730.24
340.73,390.72,92.37,26.59,1777.76
376.61,386.64,92.23,32.8,1752.32
236.73,270,92.99,29.3,1870.16
365.95,424.32,91.8,44.03,1744.76
171.73,262.26,93.14,51.95,1865.56
149.63,246.36,92.85,46.87,1907.64
179.27,270.48,93.18,50.62,1878.2
215.54,228.06,93.05,36.08,1856.12
410.54,399.24,91.21,32.4,1718.92
101.53,244.26,93.03,49.25,1901.84
312.13,403.02,91.59,52.12,1772.36
329.29,427.92,91.55,51.19,1738.72
316.29,281.58,92.15,31.81,1800.16
208.39,247.38,90.58,49.22,1858.68
185.77,237.54,91.9,56.72,1852.16
149.37,249.24,92.74,42.55,1906.96
388.31,414.78,91.01,43.65,1705.88
183.82,238.92,92.04,48.69,1890.08
259.61,355.26,92.53,50.08,1801.64
158.6,238.32,92.55,32.9,1885.32
272.74,253.38,92.1,40.42,1847.6
127.92,219.96,93.34,42.01,1910.48
161.85,240.6,92.31,49.57,1894.52
157.82,288.24,91.98,60.08,1860.32
69.55,213.42,93.37,48.49,1954.6
76.57,236.88,91.37,35.9,1939.64
154.83,244.14,92.22,50.23,1906.84
133.51,316.5,93.29,46.07,1883.04
346.06,457.2,91.46,41.48,1751.24
161.33,246.96,92.5,56.18,1856.32
134.29,263.94,92.79,58.01,1896.68
168.61,298.98,91.7,54.89,1808.28
225.16,253.44,92.49,37.78,1889.32
321.75,416.7,92.18,32.09,1753.12
360.75,463.44,91.59,47.02,1734.28
189.15,250.2,92.6,48.48,1816.56
241.67,267.78,91.27,51.73,1838.6
91,214.62,92.56,38.9,1931.2
298.61,254.88,92.08,38.83,1866.8
285.35,303.96,92.17,42.56,1820.92
239.72,272.28,92.21,51.61,1847.96
405.21,425.88,91.56,40.4,1724.04
109.59,243.6,92.31,55.09,1932.4
355.03,390.72,92.37,27.59,1760.24
314.73,430.62,91.32,50.98,1733.68
289.12,415.38,91.98,47.62,1767.6
367.25,399.24,91.91,26.26,1758.68
304.07,441,91.94,53.09,1764.72
101.53,237.84,91.95,52.01,1928.88
314.73,425.88,91.55,57.34,1767.12
207.48,249.96,91.99,33.28,1865.56
133.25,222.84,92.1,42.44,1897.48
341.64,451.38,91.95,41.01,1741.12
244.01,237.24,91.76,38.01,1834.32
309.66,269.34,91.76,44.81,1781.8
273.39,404.7,92.27,41.15,1788.44
182.26,244.5,92.37,42.39,1881.92
267.28,262.74,92.35,27.42,1848.44
330.46,439.26,91.08,56.27,1728.16
120.64,249.24,92.58,47.93,1931.2
179.14,252.18,92.5,50.96,1870.4
378.17,451.98,91.06,42.64,1733.16
170.04,269.4,92.77,51.88,1888.04
255.58,253.08,91.05,57.45,1817.84
406.9,424.74,91.3,32.62,1715
300.69,427.5,91.14,56.75,1727.64
204.62,262.26,93.15,47.03,1850.64
120.12,248.4,92.58,50.95,1910.6
331.89,377.76,92.71,35.82,1777.52
200.98,269.28,92.5,55.99,1844.8
180.7,237.24,91.55,48.8,1884.64
328.51,383.46,91.8,45.29,1761.56
106.08,235.8,92.67,51.23,1932.68
279.63,392.88,92.46,43.79,1794.6
359.45,290.46,91.69,34.95,1763.76
201.11,232.38,91.01,46.57,1871.84
156.52,254.04,92.7,56.8,1861.44
124.8,252.18,92.51,55.36,1898.6
286.13,350.76,92.39,45.59,1775
266.5,298.14,91.78,42.49,1811.76
158.21,243.6,92.14,53.17,1895.04
158.47,241.38,92.5,49.24,1899.64
303.16,398.88,91.27,43.35,1745.04
176.28,244.5,92.37,44.78,1897.04
274.17,449.58,92.28,49.16,1774.04
62.53,257.1,92.18,52.16,1919.2
183.04,260.46,92.33,32.49,1867.96
247.13,350.76,92.47,54.59,1784.72
160.55,244.8,93.4,43.61,1907.52
296.4,294.96,91.49,46.23,1758.6
188.24,264.36,92.61,45.53,1869.84
317.2,426.84,91.79,35.56,1746.72
379.99,463.8,91.16,39.14,1752.2
271.18,382.38,91.69,58.1,1761.68
199.03,248.1,91.37,57.15,1866
167.83,244.38,92.51,56.2,1858.44
357.63,442.62,91.13,54.53,1747.64
136.63,225,91.88,57.77,1896.96
398.84,430.8,91.89,36.84,1741.6
237.38,353.76,92.19,41.82,1829.72
380.64,450.48,91.38,35.4,1744.6
272.22,269.34,91.79,45.08,1802.84
242.32,262.74,92.36,30.7,1860.52
298.35,383.64,92.17,48.91,1753.32
319.93,418.08,92.01,55.48,1754.04
166.01,244.26,92.24,43.69,1886.36
353.34,355.62,92.05,38.51,1758.76
374.92,448.02,92.41,40.46,1715.92
128.44,244.26,92.3,50.59,1887.2
293.28,373.56,92.01,37.9,1781.32
303.42,382.38,92.01,47.47,1774.72
178.62,265.26,93.02,50.52,1866.68
122.59,248.4,93.49,50.95,1917.12
246.35,392.88,92.56,43.11,1811.4
267.02,294.9,92.82,33.6,1834.4
220.74,269.1,92.32,31.06,1857.08
198.12,240,92.49,39.1,1818.56
221.52,336.18,92.76,41.21,1849.92
162.5,248.28,92.9,34.55,1897.6
345.28,294.12,91.6,42.47,1755.28
269.62,349.2,92.5,42.4,1801.6
223.6,243.3,90.97,43.6,1850.2
296.79,351.72,92.53,41.86,1803.84
203.06,250.56,93.07,39.7,1838.88
162.63,246.84,93.4,52.72,1855.16
173.29,230.82,92.31,34.96,1865.04
325.39,287.58,91.18,37.73,1774.2
289.38,364.62,92.57,51.56,1770.32
153.66,247.02,92.68,33.44,1902.44
167.44,266.04,92.37,53.11,1899.76
382.85,414.78,91.75,31.78,1728.16
98.93,236.22,92.35,50.24,1934.96
334.75,426.84,91.67,46.27,1734.56
271.05,292.2,91.56,52.32,1798.28
388.57,394.44,92.09,30.82,1752.96
353.34,368.46,92.02,27.67,1798.8
183.69,262.2,92.36,48.53,1877.12
257.4,317.4,92.52,40,1826.56
342.68,327,92.3,40.12,1807.24
247.52,409.68,91.32,51.7,1778.16
179.27,252.42,92.57,52.84,1849
329.81,349.98,92.14,30.85,1777.84
194.35,235.86,91.74,45.18,1850.88
356.72,287.58,91.16,35.66,1751.04
281.97,343.02,91.98,49.58,1786.44
294.97,295.26,92.06,28.1,1796.04
255.45,253.38,92.09,45.54,1844.64
160.29,273.06,92.41,47.52,1884.64
266.24,238.32,91.06,34.39,1822.32
225.16,250.02,92.11,40.84,1850.96
374.79,427.92,91.48,45.39,1751.96
190.45,212.4,92.38,36.16,1878.44
230.88,254.52,91.74,39.76,1873.08
241.15,246.6,91.09,39.1,1839.88
191.36,233.46,92.29,37.05,1875.48
151.32,229.5,92.12,51.47,1889.36
311.35,359.52,91.83,51.82,1743.68
155.87,298.98,91.67,57.12,1872.88
269.1,348.96,92.43,40.91,1812.88
190.32,256.62,92.51,47.76,1857.08
309.27,350.94,91.91,45.23,1783.48
269.88,424.32,91.79,53.42,1795.4
101.01,214.62,92.41,44.27,1918.72
383.89,425.64,91.57,42.41,1729.72
287.56,418.26,91.79,54.13,1737.68
278.59,354.84,92.36,38.64,1794.04
326.17,418.08,92.02,54.8,1759.08
295.75,353.16,92.36,40.4,1793.28
434.2,424.8,91.74,34.21,1729.84
348.14,399.24,91.83,29.41,1760
316.29,465.24,91.68,49.47,1741.52
427.44,433.74,91.68,37.64,1726.96
345.02,431.88,91.44,54.7,1727.12
151.32,248.64,92.4,43.91,1915.96
108.29,238.32,92.75,49.7,1916.48
251.55,238.32,91.14,30.74,1821.16
131.95,248.76,92.69,49.07,1917.28
110.63,239.76,93.3,57.66,1903.84
219.05,248.1,91.47,47.53,1853.48
302.51,392.88,92.64,36.82,1773.72
349.83,369,91.77,33.16,1747.36
323.44,439.02,92.02,50.98,1739.4
366.47,431.82,91.71,50.8,1755.2
278.07,307.8,92.13,53.43,1810.8
181.48,237.24,91.91,51.43,1875.28
288.86,354.84,92.48,50.05,1769.24
185.12,270.06,92.14,53.21,1846.56
329.42,426.36,91.61,55.51,1739.44
82.42,243.84,92.78,56.63,1915.12
215.67,250.74,91.52,44.34,1821.68
313.95,430.38,91.8,51.1,1746.2
133.64,237.66,92.77,41.45,1913.36
415.22,449.94,91.1,20.47,1760.68
329.03,364.5,91.7,47.61,1749.32
171.47,235.08,93.06,40.07,1878.48
356.98,406.14,91.34,42.09,1730.56
197.34,262.02,91.96,55.55,1870.96
148.33,248.4,92.64,47.15,1798
292.5,425.64,91.64,49.43,1769.6
112.32,238.14,91.05,58.96,1894.2
387.14,425.88,91.62,46.55,1745.28
386.36,408.48,91.88,32.08,1721.44
241.93,378.54,92.67,49.85,1799.24
319.67,362.22,91.39,46.09,1752.36
259.22,339.18,92.77,45.86,1815.2
340.86,404.7,92.15,26.42,1760.68
356.33,419.88,91.68,39.29,1726.56
342.55,297,92.06,24.8,1833.64
217.36,322.92,92.31,40.14,1833
422.89,467.7,92.25,34.86,1737.76
359.06,434.58,91.59,42.8,1715.04
193.05,275.22,91.76,50.79,1850.68
358.8,403.5,92.53,32.55,1753.68
76.83,235.98,91.83,57.32,1965.96
377.65,409.44,91.63,25.6,1735.68
316.81,408.84,91.38,35.56,1760.88
90.09,238.86,92.48,52.37,1939.92
176.15,244.26,92.65,45.26,1868.84
306.41,420.24,91.91,49.67,1750.12
142.87,267.78,92.79,54.05,1893.16
371.02,461.16,90.92,44.8,1733.4
197.73,261.36,92.08,33.97,1868
115.83,244.14,92.28,53.79,1926.36
370.89,295.8,91.26,35.81,1752.68
278.33,374.34,91.62,53.3,1811.2
289.64,348.72,92.23,49.96,1795.88
51.74,212.82,92.47,51.92,1958.56
309.92,295.26,92.15,28.58,1788.12
382.85,409.62,91.63,36.98,1731.84
203.06,240.72,92.09,57.76,1850.36
158.47,240.3,92.24,51.06,1890.72
251.29,353.76,92.26,40.72,1826.16
342.16,418.26,91.76,40.23,1765
384.28,426.84,91.95,31.91,1728.36
360.23,437.94,91.56,43.61,1732.04
323.05,431.88,91.45,57.05,1734.56
58.37,230.64,92.32,46.18,1943.12
197.47,248.58,91.94,53.8,1881.64
353.21,404.7,92.33,29.42,1719.48
355.81,426.36,91.67,52.51,1728.56
119.34,254.64,92.23,58.82,1921.96
290.16,358.8,92.44,38.51,1804.84
197.08,244.38,92.52,51.82,1836.76
355.81,379.86,92.08,36.07,1756.6
250.38,393.66,92.28,51.44,1807.4
348.01,386.7,92.11,26.74,1796.4
347.88,431.64,91.71,38.77,1729.96
84.76,239.1,92.05,51.82,1932.04
340.6,430.38,91.82,44.99,1736.32
349.05,401.16,91.53,41.64,1753.04
341.25,366.12,91.95,42.73,1745.76
359.97,418.26,91.81,41.95,1761.72
323.05,420.54,91.51,42.05,1759.84
184.21,250.02,92.13,43.66,1885.68
290.29,424.74,91.46,56.01,1746.96
188.5,243.96,92.44,49.76,1854.12
200.07,235.86,91.71,40,1845.56
263.9,358.8,92.29,47.25,1813.16
146.12,254.04,92.85,57.11,1877.2
285.87,254.88,91.98,44.42,1826.6
379.86,451.38,91.86,29.24,1754.28
184.86,244.98,91.75,48.79,1879
356.46,394.44,92.13,41.65,1762.08
110.24,240.3,92.35,54.15,1934
64.61,257.1,92.18,53.27,1931.92
227.24,268.26,92.27,22.03,1862.44
298.35,425.88,91.4,56.26,1755.32
153.4,243.96,92.47,58.32,1857.72
189.54,252.42,92.54,51.68,1842.64
93.86,246.06,93.2,58.36,1904.6
349.05,419.04,91.17,48.79,1706.32
391.04,403.5,92.51,28.66,1728.4
306.15,371.22,91.79,32.9,1774.16
232.44,275.22,91.67,56.18,1823.32
296.27,430.62,91.43,54.55,1742.12
374.4,430.62,91.49,39.62,1707.48
327.86,431.1,91.8,41.38,1754.84
259.74,294.9,92.87,38.33,1830.16
326.82,442.02,91.54,53.11,1723.56
201.76,262.2,92.35,45.76,1865.52
333.32,300.3,91.54,40.63,1763.44
386.49,438.36,91.84,50.9,1730.92
341.51,431.88,91.43,51.69,1710.6
118.04,254.94,91.88,51.21,1925.84
366.34,389.04,91.75,33.62,1774.6
316.68,411.66,91.84,38.27,1794.84
259.09,339.9,92.79,37.69,1826.12
316.42,357.24,91.27,52.24,1762.52
255.06,312.3,92.01,30.01,1827.24
354.12,463.02,91.76,48.91,1756.48
224.9,262.32,91.79,46.72,1826.2
416.78,451.98,91.09,37.89,1731.68
189.41,266.7,92.86,39.74,1849.92
169.39,236.1,92.3,47.51,1896.08
133.12,247.02,92.7,49.22,1919.12
340.6,430.38,91.83,45.68,1723.56
344.11,417.06,91.77,39.01,1735.56
366.47,404.7,92.18,29.86,1739.08
190.58,245.34,91.79,54.94,1862.92
147.42,262.02,91.96,52.77,1891.08
164.58,247.2,92.35,53.47,1865.96
384.28,445.32,91.59,34.48,1731.36
174.2,249.48,92.77,42.7,1846.16
217.49,270,93.04,36.41,1868.32
363.74,407.4,91.48,44.12,1744.32
366.21,378.78,92.04,39.97,1759.76
358.15,442.08,92.15,48.68,1727.44
186.68,240,92.38,41.27,1841.68
115.18,241.38,92.51,54.28,1912.2
302.25,383.16,92.53,35.78,1780.48
354.12,408.48,92.11,31.18,1781
403.39,417.54,91.62,38.38,1730.24
95.16,247.56,91.83,57.11,1928.4
342.03,398.88,91.45,38.34,1731.56
419.51,431.1,91.64,35.57,1718.88
394.68,430.8,91.9,37.96,1749.6
352.17,441,91.94,45.64,1737.24
328.9,350.76,92.36,41.83,1757
283.01,253.38,92.09,40.46,1850.04
261.56,339.18,92.76,45.35,1818.16
77.35,236.88,91.38,38.16,1944.28
87.36,233.46,92.44,54.28,1943.56
324.09,441,91.93,49.85,1749.4
173.16,265.2,92.73,47.27,1862.28
338.78,327,92.32,40.27,1806.68
214.24,248.1,91.42,53.44,1862.56
360.23,421.92,91.69,38.43,1730.36
267.41,256.8,92.1,45.29,1841.72
352.04,382.68,92.28,30.48,1788.96
342.03,267.42,91.59,31.56,1810.92
142.22,234.24,92.87,51.85,1919.2
126.23,254.64,92.21,56.42,1924.12
145.34,237.66,92.6,40.8,1875
391.17,457.2,91.51,36.61,1738.72
155.22,243.96,92.42,57.67,1871.96
194.35,261.12,92.95,56.85,1859.92
109.98,236.52,93.19,41.62,1897.68
109.33,244.02,92.72,41.52,1957
127.01,268.08,93.03,54.84,1910.24
99.45,244.02,92.74,43.42,1964.4
131.95,260.46,92.58,49.24,1893.72
65.26,275.22,91.62,59.53,1924.12
316.03,392.04,92.17,38.31,1799.52
145.86,258.78,92.48,48.54,1895.72
283.92,356.34,92.34,52.87,1768.44
263.25,358.8,92.3,49.61,1815.24
179.01,257.16,93.7,46.38,1885.52
244.79,350.76,92.44,52.3,1798.52
387.27,409.44,91.74,39.29,1713.76
165.75,243.84,92.77,49.9,1867.72
316.94,282.06,92.29,41.38,1819.4
418.73,425.64,91.52,28.54,1720.24
201.11,278.88,91.61,54.64,1850.32
395.72,337.44,91.38,33.74,1717.36
274.04,264.3,91.65,43.51,1798.4
317.07,350.46,92.15,48.56,1781.56
298.87,365.7,92.29,41.92,1798.8
102.96,237.24,91.96,50.65,1925.76
209.95,251.1,92.41,48.95,1866.24
331.11,422.16,91.44,46.64,1748.08
255.45,307.8,92.26,54.14,1810
269.49,246.6,91.08,28.51,1825.76
164.45,251.58,93.01,39.03,1918.12
455.39,409.62,91.5,26.29,1704.88
229.71,270.54,92.21,31.15,1830.68
184.21,258.78,92.27,29.17,1884.32
332.67,369,91.74,40.8,1756.56
109.07,217.44,92.13,53.48,1922.76
132.6,248.76,92.65,49.96,1920.44
169.52,246.24,93.3,41.85,1859.64
315.77,381.42,91.84,52.38,1773.12
434.33,467.7,91.85,35.83,1731.6
382.85,444.96,91.86,38.92,1752.44
149.24,267.48,92.4,48.09,1914.12
246.22,292.2,91.62,55.73,1813.44
380.25,403.92,92.17,23.14,1751.76
269.62,298.14,91.9,41.46,1818.36
205.4,247.2,92.37,46.7,1874.2
450.06,414.3,90.97,23.01,1701.64
378.69,287.58,91.14,29.46,1742.44
74.88,275.22,91.89,57.47,1925.6
346.19,445.32,91.59,47.1,1737
303.68,439.08,92,53.49,1743.4
439.66,433.74,91.7,28.17,1728.52
212.81,239.94,91.55,48.37,1858.76
229.71,263.76,91.97,49.28,1865.24
306.15,395.64,91.98,35.06,1775.92
243.23,318.96,92.11,49.58,1822.8
83.2,235.08,93.15,52.1,1937.76
221.13,303.54,92.35,48.57,1853.6
112.32,231.36,92.41,39.62,1937.8
338.39,354.42,91.57,49.51,1762.4
258.96,281.82,92.21,41.5,1837.56
353.08,427.92,91.62,53.44,1722.12
297.96,362.22,91.55,53.96,1755.44
252.07,411.66,91.92,57.91,1785.88
210.6,392.76,92.18,53.9,1807.44
84.37,261.9,92.76,43.67,1939.76
114.53,258.84,92.04,44.39,1926.24
270.01,312.3,92.02,27.37,1820.08
377.13,399.36,91.49,34.57,1713.28
400.4,425.64,91.55,37.85,1729.76
378.82,451.38,91.83,32.92,1739.28
201.5,269.52,93.11,51.86,1848.48
80.21,247.86,91.14,52.55,1925.08
333.32,383.22,92.47,29.55,1777.36
153.79,265.26,92.67,51.19,1854.48
78.39,246.84,93.46,52.48,1918.44
349.96,382.38,91.84,41.16,1761.4
216.32,293.52,91.96,47.26,1810.24
132.08,235.8,92.7,48.73,1922.96
333.06,378.78,92.17,50.09,1756.52
406.25,446.04,90.82,41.91,1728.88
176.54,266.82,93.63,42.25,1868.6
133.38,258.84,92.7,59.38,1867
174.85,246.96,92.91,49.78,1842.28
266.89,294.96,91.56,54.01,1778.76
299.91,294.12,91.73,50.46,1776.88
350.61,403.92,92.21,33.04,1758.44
336.44,380.82,92,39.52,1775.76
123.63,242.76,92.62,42.07,1885.28
292.37,352.26,91.8,45.86,1773.32
351.52,442.02,91.53,46.47,1724.4
184.86,227.1,91.93,53.09,1884.2
214.5,267.78,92.78,38.47,1835.12
397.41,418.26,91.72,35.99,1757.52
307.19,351.72,92.4,41.98,1782.04
378.82,369,91.79,23.97,1751.04
352.04,396.3,92.48,32.81,1757.88
425.62,409.86,91.84,24.77,1766.64
221.39,263.94,92.86,49.39,1841
118.69,240.12,93.73,44.86,1893.88
338.52,426.84,91.97,41.37,1735.12
148.59,268.68,92.13,49.47,1884.36
353.34,426.36,91.65,51.79,1722.64
153.01,240,92.83,51.05,1901.96
175.37,250.68,91.88,38,1871.68
124.15,228.48,92.67,41.03,1916.92
379.21,439.02,91.81,36.58,1728.28
206.57,263.76,92.18,45.14,1869.4
124.28,249.3,91.15,42.16,1924.96
373.88,361.38,91.82,34.94,1749.68
356.59,389.76,90.88,40.76,1724.84
130.39,249.72,92.23,57.37,1850.92
378.3,467.7,91.82,42.89,1725.12
289.9,343.14,91.49,45.17,1780.4
294.71,364.62,92.51,47.66,1777.72
188.5,322.92,92.44,37.73,1857.08
